Test,Run,Clock Cycles 
2,35,15.44 
2,36,16.75 
2,37,13.91 
2,38,14.19 
2,39,34.16 
2,40,41.06 
2,41,21.06 
2,42,15.09 
2,43,15.84 
2,44,13.28 
2,45,12.94 
2,46,14.22 
2,47,16.06 
2,48,19.16 
2,49,17.03 
2,50,15.28 
2,51,12.91 
2,52,13.47 
2,53,14.53 
2,54,15.13 
2,55,16.34 
2,56,14.00 
2,57,14.66 
2,58,12.53 
2,59,14.56 
2,60,20.97 
2,61,13.69 
2,62,14.31 
2,63,18.47 
2,64,14.13 
2,65,16.03 
2,66,16.63 
2,67,15.50 
2,68,21.00 
2,69,12.97 
2,70,14.06 
2,71,15.31 
2,72,13.59 
2,73,14.56 
2,74,18.91 
2,75,15.44 
2,76,16.94 
2,77,16.09 
2,78,15.69 
2,79,17.34 
2,80,16.16 
2,81,15.47 
2,82,13.22 
2,83,16.41 
2,84,15.31 
2,85,15.13 
2,86,13.34 
2,87,14.44 
2,88,15.56 
2,89,15.44 
2,90,19.00 
2,91,15.66 
2,92,16.31 
2,93,15.47 
2,94,13.28 
2,95,19.00 
2,96,15.88 
2,97,12.84 
2,98,17.47 
2,99,14.66 
2,100,15.25 
3,1,9.15 
3,2,9.33 
3,3,9.34 
3,4,8.69 
3,5,9.26 
3,6,10.23 
3,7,11.29 
3,8,10.09 
3,9,11.05 
3,10,9.70 
3,11,10.59 
3,12,25.86 
3,13,9.85 
3,14,9.23 
3,15,8.70 
3,16,10.21 
3,17,9.99 
3,18,10.53 
3,19,10.53 
3,20,8.90 
3,21,9.57 
3,22,9.58 
3,23,8.87 
3,24,9.64 
3,25,9.96 
3,26,22.88 
3,27,10.16 
3,28,17.49 
3,29,10.25 
3,30,10.34 
3,31,16.88 
3,32,10.58 
3,33,9.48 
3,34,9.64 
3,35,9.96 
3,36,8.95 
3,37,10.83 
3,38,9.55 
3,39,9.37 
3,40,10.16 
3,41,9.37 
3,42,10.13 
3,43,9.51 
3,44,8.80 
3,45,19.86 
3,46,9.60 
3,47,8.43 
3,48,10.06 
3,49,12.79 
3,50,8.97 
3,51,9.06 
3,52,9.33 
3,53,11.72 
3,54,9.20 
3,55,9.65 
3,56,11.58 
3,57,9.34 
3,58,8.91 
3,59,9.51 
3,60,9.98 
3,61,9.03 
3,62,8.71 
3,63,8.89 
3,64,9.55 
3,65,9.36 
3,66,9.53 
3,67,9.33 
3,68,9.98 
3,69,9.43 
3,70,8.60 
3,71,9.45 
3,72,9.50 
3,73,9.95 
3,74,10.81 
3,75,13.13 
3,76,14.74 
3,77,7.51 
3,78,13.35 
3,79,13.17 
3,80,9.40 
3,81,39.64 
3,82,12.66 
3,83,9.56 
3,84,8.72 
3,85,12.18 
3,86,9.61 
3,87,7.85 
3,88,7.70 
3,89,12.66 
3,90,7.99 
3,91,31.33 
3,92,11.65 
3,93,18.36 
3,94,11.75 
3,95,7.11 
3,96,7.31 
3,97,18.71 
3,98,14.84 
3,99,11.13 
3,100,7.45 
4,1,52.21 
4,2,6.60 
4,3,12.55 
4,4,15.47 
4,5,10.95 
4,6,6.90 
4,7,8.01 
4,8,10.07 
4,9,7.35 
4,10,9.08 
4,11,8.02 
4,12,9.71 
4,13,8.47 
4,14,13.74 
4,15,7.53 
4,16,11.45 
4,17,15.57 
4,18,7.20 
4,19,8.26 
4,20,7.72 
4,21,6.59 
4,22,29.25 
4,23,8.45 
4,24,9.35 
4,25,8.82 
4,26,7.13 
4,27,15.47 
4,28,6.75 
4,29,38.11 
4,30,8.52 
4,31,12.53 
4,32,11.10 
4,33,39.21 
4,34,7.78 
4,35,10.94 
4,36,7.09 
4,37,13.15 
4,38,24.00 
4,39,7.59 
4,40,7.52 
4,41,8.50 
4,42,11.96 
4,43,12.44 
4,44,8.54 
4,45,13.29 
4,46,11.50 
4,47,8.85 
4,48,8.19 
4,49,6.91 
4,50,14.66 
4,51,10.19 
4,52,8.98 
4,53,10.50 
4,54,21.99 
4,55,43.94 
4,56,7.06 
4,57,7.53 
4,58,11.93 
4,59,9.79 
4,60,32.81 
4,61,7.97 
4,62,8.55 
4,63,9.77 
4,64,7.27 
4,65,7.58 
4,66,7.97 
4,67,33.01 
4,68,20.07 
4,69,7.71 
4,70,7.95 
4,71,8.50 
4,72,7.60 
4,73,8.80 
4,74,9.07 
4,75,13.97 
4,76,26.10 
4,77,13.21 
4,78,17.69 
4,79,9.48 
4,80,6.40 
4,81,10.58 
4,82,8.20 
4,83,16.54 
4,84,13.18 
4,85,10.51 
4,86,8.23 
4,87,6.58 
4,88,10.29 
4,89,6.79 
4,90,14.56 
4,91,12.44 
4,92,9.06 
4,93,13.84 
4,94,12.16 
4,95,12.52 
4,96,13.34 
4,97,8.47 
4,98,8.70 
4,99,29.39 
4,100,7.46 
5,1,10.31 
5,2,7.84 
5,3,7.87 
5,4,7.19 
5,5,20.15 
5,6,7.12 
5,7,6.82 
5,8,15.30 
5,9,11.16 
5,10,6.97 
5,11,7.61 
5,12,9.25 
5,13,9.98 
5,14,9.52 
5,15,6.81 
5,16,18.47 
5,17,16.25 
5,18,9.23 
5,19,21.62 
5,20,7.85 
5,21,8.94 
5,22,7.37 
5,23,7.40 
5,24,8.73 
5,25,9.96 
5,26,10.36 
5,27,7.82 
5,28,11.73 
5,29,16.12 
5,30,11.77 
5,31,8.52 
5,32,6.81 
5,33,7.89 
5,34,43.18 
5,35,6.83 
5,36,8.61 
5,37,9.58 
5,38,7.19 
5,39,12.33 
5,40,8.63 
5,41,7.43 
5,42,11.82 
5,43,11.73 
5,44,11.82 
5,45,9.26 
5,46,15.27 
5,47,12.32 
5,48,19.89 
5,49,8.92 
5,50,7.18 
5,51,12.29 
5,52,8.38 
5,53,7.39 
5,54,9.19 
5,55,12.93 
5,56,10.24 
5,57,7.00 
5,58,15.21 
5,59,6.63 
5,60,9.60 
5,61,8.07 
5,62,8.60 
5,63,12.21 
5,64,23.55 
5,65,6.81 
5,66,7.84 
5,67,8.06 
5,68,9.53 
5,69,15.25 
5,70,7.18 
5,71,11.26 
5,72,8.08 
5,73,7.36 
5,74,12.92 
5,75,7.03 
5,76,13.63 
5,77,25.90 
5,78,13.67 
5,79,14.38 
5,80,9.60 
5,81,8.11 
5,82,8.32 
5,83,28.73 
5,84,12.90 
5,85,12.95 
5,86,6.49 
5,87,8.10 
5,88,14.23 
5,89,13.63 
5,90,11.22 
5,91,6.98 
5,92,8.91 
5,93,12.84 
5,94,6.82 
5,95,11.67 
5,96,6.95 
5,97,6.73 
5,98,19.87 
5,99,7.86 
5,100,9.56 
